Marque;Modèle dossier;Modèle UTAC;Désignation commerciale;CNIT;Type Variante Version (TVV);Carburant;Hybride;Puissance administrative;Puissance maximale (kW);Boîte de vitesse;Consommation urbaine (l/100km);Consommation extra-urbaine (l/100km);Consommation mixte (l/100km);CO2 (g/km);CO type I (g/km);HC (g/km);NOX (g/km);HC+NOX (g/km);Particules (g/km);masse vide euro min (kg);masse vide euro max (kg);Champ V9;Date de mise à jour;Carrosserie;gamme
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6080818;639/2LBA31280N3M3G1U27;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11G663;639/2LBA31280N3M3G1U27;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6081819;639/2LBA31280N3M3G1U37;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11H664;639/2LBA31280N3M3G1U37;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605R485;639/2LBA31280N3M3G2S27;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10R056;639/2LBA31280N3M3G2S27;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605S486;639/2LBA31280N3M3G2S37;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10R057;639/2LBA31280N3M3G2S37;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605T487;639/2LBA31280N3M3G2T27;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10S058;639/2LBA31280N3M3G2T27;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605U488;639/2LBA31280N3M3G2T37;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10T059;639/2LBA31280N3M3G2T37;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605V489;639/2LBA31280N3M3G2U27;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10U060;639/2LBA31280N3M3G2U27;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605W490;639/2LBA31280N3M3G2U37;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10V061;639/2LBA31280N3M3G2U37;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6082820;639/2LBA31280N3M3J1S27;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11J665;639/2LBA31280N3M3J1S27;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6083821;639/2LBA31280N3M3J1S37;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11J666;639/2LBA31280N3M3J1S37;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6084822;639/2LBA31280N3M3J1T27;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11K667;639/2LBA31280N3M3J1T27;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6085823;639/2LBA31280N3M3J1T37;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11L668;639/2LBA31280N3M3J1T37;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6086824;639/2LBA31280N3M3J1U27;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11M669;639/2LBA31280N3M3J1U27;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6087825;639/2LBA31280N3M3J1U37;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG11N670;639/2LBA31280N3M3J1U37;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605X491;639/2LBA31280N3M3J2S27;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10W062;639/2LBA31280N3M3J2S27;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605Y492;639/2LBA31280N3M3J2S37;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10X063;639/2LBA31280N3M3J2S37;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605Z493;639/2LBA31280N3M3J2T27;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10Y064;639/2LBA31280N3M3J2T27;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6050494;639/2LBA31280N3M3J2T37;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG10Z065;639/2LBA31280N3M3J2T37;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6051495;639/2LBA31280N3M3J2U27;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG100066;639/2LBA31280N3M3J2U27;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6052496;639/2LBA31280N3M3J2U37;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG101067;639/2LBA31280N3M3J2U37;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13G201;639/2LBA31280N3M3K1S27;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13H202;639/2LBA31280N3M3K1S37;GO;non;10;120;M 6;9.3;6.5;7.5;198;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13J203;639/2LBA31280N3M3K1T27;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13J204;639/2LBA31280N3M3K1T37;GO;non;10;120;M 6;9.4;6.6;7.6;200;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13K205;639/2LBA31280N3M3K1U27;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13L206;639/2LBA31280N3M3K1U37;GO;non;10;120;M 6;9.5;6.7;7.7;203;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13M207;639/2LBA31280N3M3K2S27;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13N208;639/2LBA31280N3M3K2S37;GO;non;10;120;M 6;8.7;6.3;7.1;187;0.046;;0.197;0.216;0;2075;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13P209;639/2LBA31280N3M3K2T27;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13P210;639/2LBA31280N3M3K2T37;GO;non;10;120;M 6;8.8;6.4;7.2;190;0.046;;0.197;0.216;0;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13R211;639/2LBA31280N3M3K2U27;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVPG13R212;639/2LBA31280N3M3K2U37;GO;non;10;120;M 6;8.9;6.5;7.3;193;0.046;;0.197;0.216;0;2186;2350;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6070237;639/2LBA31305N1A2C2S27;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6071238;639/2LBA31305N1A2C2S37;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6072239;639/2LBA31305N1A2C2T27;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6073240;639/2LBA31305N1A2C2T37;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6074241;639/2LBA31305N1A2C2U27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6075242;639/2LBA31305N1A2C2U37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6076243;639/2LBA31305N1A2C2V27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6077244;639/2LBA31305N1A2C2V37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6078245;639/2LBA31305N1A2C2W27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6079246;639/2LBA31305N1A2C2W37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6053497;639/2LBA31305N1A2D2S27;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6054498;639/2LBA31305N1A2D2S37;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6055499;639/2LBA31305N1A2D2T27;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6056500;639/2LBA31305N1A2D2T37;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6057501;639/2LBA31305N1A2D2U27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6058502;639/2LBA31305N1A2D2U37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP6059503;639/2LBA31305N1A2D2V27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605A504;639/2LBA31305N1A2D2V37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605B505;639/2LBA31305N1A2D2W27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605C506;639/2LBA31305N1A2D2W37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605D507;639/2LBA31305N1A2F2S27;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605E508;639/2LBA31305N1A2F2S37;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605F509;639/2LBA31305N1A2F2T27;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605G510;639/2LBA31305N1A2F2T37;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605H511;639/2LBA31305N1A2F2U27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605J512;639/2LBA31305N1A2F2U37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605J513;639/2LBA31305N1A2F2V27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605K514;639/2LBA31305N1A2F2V37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605L515;639/2LBA31305N1A2F2W27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605M516;639/2LBA31305N1A2F2W37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605N517;639/2LBA31305N1A2G2S27;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605P518;639/2LBA31305N1A2G2S37;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605P519;639/2LBA31305N1A2G2T27;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605R520;639/2LBA31305N1A2G2T37;GO;non;10;120;A 5;10;6.8;8;211;0.042;;0.19;0.201;0.001;2076;2185;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605R521;639/2LBA31305N1A2G2U27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605S522;639/2LBA31305N1A2G2U37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2186;2355;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605T523;639/2LBA31305N1A2G2V27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605U524;639/2LBA31305N1A2G2V37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2356;2585;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605V525;639/2LBA31305N1A2G2W27;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605W526;639/2LBA31305N1A2G2W37;GO;non;11;120;A 5;10.1;6.9;8.1;214;0.042;;0.19;0.201;0.001;2586;2600;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
MERCEDES-BENZ;VIANO;VIANO;VIANO 2.2 CDI;M10MCDVP605X527;639/2LBA31305N1A2J2S27;GO;non;10;120;A 5;9.9;6.7;7.9;208;0.042;;0.19;0.201;0.001;2025;2075;715/2007*692/2008EURO5;juin-13;MINIBUS;MOY-SUPER
